Sample,image_name.x,s.area,s.perimeter,s.radius.mean,s.radius.sd,s.radius.min,s.radius.max,m.cx,m.cy,m.majoraxis,m.eccentricity,m.theta,h.asm.s1,h.con.s1,h.cor.s1,h.var.s1,h.idm.s1,h.sav.s1,h.sva.s1,h.sen.s1,h.ent.s1,h.dva.s1,h.den.s1,h.f12.s1,h.f13.s1,h.asm.s2,h.con.s2,h.cor.s2,h.var.s2,h.idm.s2,h.sav.s2,h.sva.s2,h.sen.s2,h.ent.s2,h.dva.s2,h.den.s2,h.f12.s2,h.f13.s2,Wavelength,X.Transmittance,image_name.y,microplastics
Sample4,image12.png,284720.0,1100.0,107.663590558467,53.6868671965595,3.51990631918916,192.038676773351,711.087117167744,573.143604242765,2474.91574852748,0.79299200747074,0.0652143707231036,0.851780838491854,5.92254624971156,0.956628085902988,69.2762840079457,0.993843507016932,6.77225011618006,311.294661940908,0.130558151113008,0.132413368669585,0,0.0026682486327222,0.876220434399555,0.43193019187063,0.859089819959391,10.3164349184322,0.917606280382428,63.6044980510385,0.989276055178345,6.34325586655703,278.711701528267,0.129549706579338,0.132781294881901,0,0.0046370818057262,0.795229964946849,0.400981074240931,1691.40625,47.1910511363636,image12.png,1
Sample6,image19.png,398407.0,4279.0,511.42229499206,283.913311354311,2.21785050137977,1028.12154515707,845.486163646723,565.175486374486,2553.51604534403,0.849135606352682,-0.0011547175132648,0.778366737125187,6.08040924507954,0.970618608682141,104.473814076731,0.993679408269148,9.60972972167535,496.823601088689,0.175284638532098,0.177189306137386,0,0.0027391430465968,0.904257158566781,0.503554393880067,0.785946249636047,12.2080867968821,0.936958845614032,97.8263265147267,0.987309681084322,9.04807536039968,453.793469925512,0.176984634706071,0.180808776553658,0,0.0054818780197223,0.824391509255555,0.473270262389568,2956.35430038511,21.695464362851,image18.png,1
Sample2,image7.png,395840.0,4279.0,511.42229499206,283.913311354311,2.21785050137977,1028.12154515707,841.587247372676,567.428892987066,2554.50364760814,0.849685944277702,0.0042659971405866,0.777873372694406,6.0781314642067,0.970697067579343,104.712000166952,0.993681776024733,9.63010484978184,498.158206640054,0.175564277313473,0.177468231411615,0,0.0027381202058595,0.904432556418865,0.50397218044416,0.785423836411548,12.203385700275,0.937147551799206,98.0796369084059,0.987314567879132,9.06923627699324,455.18187996775,0.177289469100108,0.181112138345102,0,0.0054797806597406,0.824743318294981,0.473769893487453,2966.52719665272,113.51640664699,image6.png,1
synthetic,synthetic_image_30.png,213010.857044559,3199.94533819333,478.271589976308,265.064784007814,3.23270419140585,438.983505722591,752.925562463111,566.492029334108,2480.80964669346,0.842079379373075,0.100595387445749,0.804288864063007,8.06623275679559,0.964434303920723,91.6696994355419,0.990476555956216,10.7148065641852,362.790292984333,0.183406529469978,0.199947084876593,0,0.004019214581388,0.901848461677864,0.447280142682285,0.806811416837927,16.9976177912018,0.938800006592511,64.7191739995842,0.981035118868911,7.94353560330312,462.713769384618,0.20614397754779,0.213162758161774,0,0.006851712387942,0.80361323957124,0.470636743355312,3565.96401323759,93.1946155175082,synthetic_image_30.png,0
Sample3,image10.png,180957.0,738.0,91.5815860446479,52.0195652892644,2.66313495834269,183.009537078782,780.895743187608,582.105052581553,2582.61393817236,0.792317835978219,0.0835444218003231,0.747475789847921,9.84498273736576,0.957734454952687,117.465820165634,0.989766130210638,10.7483322122259,567.352526320722,0.196828603945639,0.199912511449012,0,0.004426270197961,0.868889965524713,0.514246060565937,0.742877689587014,18.7099757624807,0.918207339402106,115.374417128096,0.980550960745862,10.5611423756106,545.997185948291,0.206940658511038,0.212801495059063,0,0.0083725501248374,0.779495823883166,0.487860160921776,2332.40223463687,88.8580798939688,image9.png,1
Sample5,image15.png,283331.0,1103.0,107.896866292132,53.6732594971395,3.57836092451978,191.572250235723,715.094970193872,574.999752939142,2483.47951584221,0.794056233073212,0.063436326895152,0.85340977450995,5.90868787557695,0.956232216673517,68.5004241304774,0.993857912811251,6.7131534131975,307.437659704888,0.129487940335495,0.131338816803304,0,0.0026620244368948,0.875499245741935,0.430064138509741,0.860437947865051,10.3057775043752,0.916837836164774,62.9619369500445,0.989287133571336,6.29508936169563,275.567128521979,0.12863509476262,0.13186334466632,0,0.0046323174701589,0.793989796521804,0.399236607544406,2901.03739242051,39.5698924731183,image15.png,1
Sample6,image19.png,398407.0,4279.0,511.42229499206,283.913311354311,2.21785050137977,1028.12154515707,845.486163646723,565.175486374486,2553.51604534403,0.849135606352682,-0.0011547175132648,0.778366737125187,6.08040924507954,0.970618608682141,104.473814076731,0.993679408269148,9.60972972167535,496.823601088689,0.175284638532098,0.177189306137386,0,0.0027391430465968,0.904257158566781,0.503554393880067,0.785946249636047,12.2080867968821,0.936958845614032,97.8263265147267,0.987309681084322,9.04807536039968,453.793469925512,0.176984634706071,0.180808776553658,0,0.0054818780197223,0.824391509255555,0.473270262389568,1569.96148908858,33.5961123110151,image18.png,1
Sample6,image18.png,286866.0,1102.0,107.824528143967,53.6841327771648,3.59966856473978,191.718854415201,713.712946114214,573.227984494503,2472.49039993372,0.793468265237535,0.0658536395758635,0.848986493592941,6.20690820831061,0.955332217642686,70.4785803183525,0.993547912465374,6.86409215797947,317.019688163826,0.132652854329298,0.134597147306441,0,0.0027959437309239,0.872910481105134,0.433806060130201,0.855591690348606,10.8301355673517,0.915434690633771,65.0341509332712,0.988742062819801,6.45073642703219,285.229560657651,0.132264104396108,0.135656607687346,0,0.00486666468805,0.790399022069461,0.403063332660899,1762.51604621309,81.4038876889849,image18.png,1
Sample4,image13.png,396249.0,4279.0,511.42229499206,283.913311354311,2.21785050137977,1028.12154515707,842.775628455845,566.881198438356,2556.32366487446,0.849683844656809,0.0009404763567136,0.778273004874206,6.07997665241525,0.970633541779477,104.51906598267,0.993679857949672,9.61359933488438,497.077068426673,0.17533778158926,0.177242313686361,0,0.0027389487904352,0.904290530222565,0.503633832178613,0.785803315993717,12.2068009810265,0.937010571888811,97.8956327042613,0.987311017691241,9.05386316787289,454.1732211461,0.17706806434138,0.180891803411505,0,0.0054813043633974,0.824487907378402,0.473407077399815,2980.46875,57.321259469697,image12.png,1
Sample4,image12.png,284720.0,1100.0,107.663590558467,53.6868671965595,3.51990631918916,192.038676773351,711.087117167744,573.143604242765,2474.91574852748,0.79299200747074,0.0652143707231036,0.851780838491854,5.92254624971156,0.956628085902988,69.2762840079457,0.993843507016932,6.77225011618006,311.294661940908,0.130558151113008,0.132413368669585,0,0.0026682486327222,0.876220434399555,0.43193019187063,0.859089819959391,10.3164349184322,0.917606280382428,63.6044980510385,0.989276055178345,6.34325586655703,278.711701528267,0.129549706579338,0.132781294881901,0,0.0046370818057262,0.795229964946849,0.400981074240931,1375.0,71.7045454545455,image12.png,1
Sample9,image27.png,286155.0,1098.0,107.517958977621,53.711801955004,3.58935498367623,192.319430247231,716.502318673446,571.81990879069,2487.31428517806,0.795502222421015,0.0535303692062415,0.848891590084904,6.1207744249482,0.956007868800517,70.566695884696,0.993637448622715,6.87083590198079,317.54947576875,0.132626447317498,0.134543759178687,0,0.0027572686806609,0.874454042910291,0.434340910951221,0.855457524007885,10.5474795825927,0.917901582453729,65.2368019861538,0.989035884009779,6.46600685808137,286.517478545141,0.132149409170894,0.135453371432095,0,0.0047403557179257,0.795150424806531,0.404618474048142,2336.31931484672,134.038065843621,image27.png,1
